id,created_at,text,retweet_count,favorite_count
948938076604297216,2018-01-04 15:24:02,b'RT @Boreal_Spanish: #Environmental goods and #habits: Women &amp; #Environment\n#Females tend to live a more #eco-#friendly lifestyle. Compared\xe2\x80\xa6',1,0
948937680775208960,2018-01-04 15:22:28,b'RT @EPScotland: Air #pollution has more dire effects: It can lead to lower IQ in children https://t.co/R8edP4dmPd #air #environment #cleana\xe2\x80\xa6',5,0
948937565041844224,2018-01-04 15:22:00,b'#Environmental goods and #habits: Women &amp; #Environment\n#Females tend to live a more #eco-#friendly lifestyle. Compa\xe2\x80\xa6 https://t.co/vTtawFWt5C',1,0
948937462340116480,2018-01-04 15:21:36,b'RT @WeCareFarming: Let there be #peace on #earth and let it begin w me!\n#Environment #Eco #Sustainable #Health #Healthy #ClimateChange #Lov\xe2\x80\xa6',3,0
948937272296173568,2018-01-04 15:20:50,"b""Zoolon's 'Dream Rescuer' album #bandcamp #music #climatechange #environment #lyrics #surreal #love #loss https://t.co/0DXTv6LxLS""",0,0
948937236854263811,2018-01-04 15:20:42,b'RT @EcoExpert1: What good is talking about #Nature if we do not take the time to appreciate the #environment?  #green https://t.co/y9ElFv5R\xe2\x80\xa6',2,0
948937207334821888,2018-01-04 15:20:35,b'RT @ASmallAMount: Big win for #environment &amp; taxpayers today as @michaelgove announces agriculture subsidies will be refocused to deliver p\xe2\x80\xa6',17,0
948936979319808000,2018-01-04 15:19:40,"b'RT @KumpulaScience: With experience from boreal forests in #Finland, @MarkkuKulmala1 in\n@Nature: Comprehensive #global #environment\xe2\x80\x99al #mea\xe2\x80\xa6'",1,0
948936834943463425,2018-01-04 15:19:06,"b""Check the great review for 'Rainbows End' by Zoolon out now on Bandcamp #indieartist #newmusic #music\xe2\x80\xa6 https://t.co/OuOzwmFu7y""",0,0
948936684900581376,2018-01-04 15:18:30,"b""Don't Miss These Great January Offers - Upto 23% Off Planet Friendly Personal Essentials -The Solid Bar Company\xe2\x80\xa6 https://t.co/EgZnuTU9f2""",0,0
948936672850448384,2018-01-04 15:18:27,"b'The more I look at zoo\xe2\x80\x99s the more I despise them and the \xe2\x80\x9ccuteness\xe2\x80\x9d factor that comes with them, that often doesn\xe2\x80\x99t\xe2\x80\xa6 https://t.co/wRQA9uKMhT'",0,0
948936395330080771,2018-01-04 15:17:21,b'Ever wanted to plant a tree and help our #environment then join us on Saturday 6 January at Memorial Park Port Talb\xe2\x80\xa6 https://t.co/6SdfMkY1aE',0,0
948936258838937607,2018-01-04 15:16:49,b'NO!!! These people are utterly without morals. #ocean #wildlife #environment https://t.co/kMEXJKnwtT',0,2
948936242686824448,2018-01-04 15:16:45,b'The ecological catastrophe that turned a vast Bolivian lake into a salt desert https://t.co/JtJ5qnDeUW #Bolivia #Environment',0,0
948935956450742272,2018-01-04 15:15:37,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
948935950440239104,2018-01-04 15:15:35,b'#Brexit may represent an opportunity for the UK to change its #farming system. UK #Environment Secretary\xe2\x80\xa6 https://t.co/IHLMOY5NEf',0,0
948935888091930624,2018-01-04 15:15:20,b'RT @WeDontHaveTime0: In a New Zealand newspaper 1912. If we only had listened. #environment https://t.co/ycdSDxPODn',3199,0
948935869431472128,2018-01-04 15:15:16,"b""China's #environment ministry to 'encourage' more #recycling https://t.co/r4yyKcjszL""",0,0
948935828599984128,2018-01-04 15:15:06,"b'Ring up our treasonous, rapey so-called-president and let him know #climatechange #environment #Trump \nhttps://t.co/yBXUSRHZH7'",0,0
948935507764850688,2018-01-04 15:13:50,b'RT @EcoExpert1: What good is talking about #Nature if we do not take the time to appreciate the #environment?  #green https://t.co/y9ElFv5R\xe2\x80\xa6',2,0
948935501985312771,2018-01-04 15:13:48,b'#pollution #environment  https://t.co/GP1wGBDTmH',0,0
948935460910436352,2018-01-04 15:13:38,"b'RT @wellbelove: Powell Lake, Arizona and Utah. March 1999 \xe2\x80\x94 May 2014 #environment #climatechange https://t.co/obpmYBlWMt https://t.co/SdPgn\xe2\x80\xa6'",4,0
948935425833418752,2018-01-04 15:13:30,"b'RT @wellbelove: Powell Lake, Arizona and Utah. March 1999 \xe2\x80\x94 May 2014 #environment #climatechange https://t.co/obpmYBlWMt https://t.co/SdPgn\xe2\x80\xa6'",4,0
948935164196982784,2018-01-04 15:12:28,"b'RT:DeSmogUK: These were some of the #climatechange and #environment VIPs in 2017, for better or worse. Who might ma\xe2\x80\xa6 https://t.co/UZnVoD7FP5'",0,0
948935008743542786,2018-01-04 15:11:51,b'Freelance Tutors needed @FSC_NI predominantly based at Tollymore Field Studies Centre. To apply click here -\xe2\x80\xa6 https://t.co/c01wexTkTE',0,0
948934803390435328,2018-01-04 15:11:02,"b'These were some of the #climatechange and #environment VIPs in 2017, for better or worse. Who might make the cut ne\xe2\x80\xa6 https://t.co/VXBVNBzgzp'",0,0
948934771224334336,2018-01-04 15:10:54,b'RT @oxo6: Photo By Ana | Unsplash \n #environment #environmental #environmentalist #environmentallyfriendly #environmentalism https://t.co/N\xe2\x80\xa6',5,0
948934755105542145,2018-01-04 15:10:50,"b'Green innovation: A floating house to resist the floods of climate change! And on that note, our Flood-Ed module wh\xe2\x80\xa6 https://t.co/vdnOFF0fGc'",0,0
948934738328326144,2018-01-04 15:10:46,b'RT @WoodlandTrust: At #ORFC18? Come along to Stand 9 and talk to us about how #trees can help enhance the natural #environment. #OFC18 #Tre\xe2\x80\xa6',6,0
948934603695419392,2018-01-04 15:10:14,"b'Powell Lake, Arizona and Utah. March 1999 \xe2\x80\x94 May 2014 #environment #climatechange https://t.co/obpmYBlWMt https://t.co/SdPgnCokOE'",4,1
948934538666872832,2018-01-04 15:09:59,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
948934411155722247,2018-01-04 15:09:28,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
948934351999328256,2018-01-04 15:09:14,b'RT @WeDontHaveTime0: In a New Zealand newspaper 1912. If we only had listened. #environment https://t.co/ycdSDxPODn',3199,0
948934122596192256,2018-01-04 15:08:19,b'RT @WeDontHaveTime0: In a New Zealand newspaper 1912. If we only had listened. #environment https://t.co/ycdSDxPODn',3199,0
948934095723212802,2018-01-04 15:08:13,b'RT @WeDontHaveTime0: In a New Zealand newspaper 1912. If we only had listened. #environment https://t.co/ycdSDxPODn',3199,0
948933955184599042,2018-01-04 15:07:39,"b""RT @GaskellsWasteNW: Hello Thursday.. it's #NationalTriviaDay \nHere's some trivia... BUT we can change this!\n#recycling #environment #DoYou\xe2\x80\xa6""",2,0
948933949660827649,2018-01-04 15:07:38,b'What is where? Why  there? Why care? #culture #geography #environment #rivers #connections https://t.co/FZHTyLrDz8',0,0
948933702310072320,2018-01-04 15:06:39,"b""RT @GaskellsWasteNW: Hello Thursday.. it's #NationalTriviaDay \nHere's some trivia... BUT we can change this!\n#recycling #environment #DoYou\xe2\x80\xa6""",2,0
948933593627324418,2018-01-04 15:06:13,b'Be kinder to the #environment this year and save yourself money by creating your own chemical free cleaning solutio\xe2\x80\xa6 https://t.co/cPWnvoOwU2',0,0
948933524261711873,2018-01-04 15:05:57,b'RT @CSUBiodiversity: 17 ways the #environment lost in policy decisions over the holidays. #conservation #biodiversity @Revelator_News https\xe2\x80\xa6',2,0
948933517450375168,2018-01-04 15:05:55,b'We are with you Monty!!\xf0\x9f\x98\x80#gardening #environment #Plastic https://t.co/ZDNZfleSFX',0,0
948933356464496641,2018-01-04 15:05:17,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
948933217750568960,2018-01-04 15:04:44,"b'A new, Taylor Swift platform with a purpose: make great products, faster. #sustainability #environment #ecodesign\xe2\x80\xa6 https://t.co/piQTmUGD6W'",0,1
948933058975158274,2018-01-04 15:04:06,b'Girl off the Grid is a young adult travel romance that will take you on the adventure of a lifetime.\xe2\x80\xa6 https://t.co/iJxu3kkdGC',0,0
948932676580503552,2018-01-04 15:02:35,b'$VIE https://t.co/HV0Y3Nkwxc Pot. cont. Uptrend INTRAWEEK 60m-15m-4m combo chart #CAC #environment https://t.co/MdEj7rhX8N',0,0
